"ModelID","CCLEName","TissueOrigin","DepmapModelType","OncotreeLineage","OncotreePrimaryDisease","OncotreeSubtype","OncotreeCode","PrimaryOrMetastasis","Age","AgeCategory","Sex","PatientRace"
"ACH-001346","H103_UPPER_AERODIGESTIVE_TRACT",NA,"OCSC","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","OCSC","Primary",32,"Adult","Male",""
"ACH-001347","H157_UPPER_AERODIGESTIVE_TRACT",NA,"OCSC","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","OCSC","Primary",84,"Adult","Male",""
"ACH-001350","HTCC3_THYROID",NA,"THAP","Thyroid","Anaplastic Thyroid Cancer","Anaplastic Thyroid Cancer","THAP","Metastatic",44,"Adult","Female",""
"ACH-001353","JOPACA1_PANCREAS",NA,"PAAD","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD","Primary",46,"Adult","Male",""
"ACH-001354","LAN2_AUTONOMIC_GANGLIA",NA,"NBL","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL","Primary",3,"Pediatric","Female",""
"ACH-001355","LAN6_AUTONOMIC_GANGLIA",NA,"NBL","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL","Metastatic",6,"Pediatric","Male",""
"ACH-001356","MB1_THYROID",NA,"THAP","Thyroid","Anaplastic Thyroid Cancer","Anaplastic Thyroid Cancer","THAP","Primary",57,"Adult","Male",""
"ACH-001357","MCF10A_BREAST",NA,"ZIMMBR","Breast","Non-Cancerous","Immortalized Breast Cells","","Primary",36,"Adult","Female",""
"ACH-001358","MDAMB330_BREAST",NA,"ILC","Breast","Invasive Breast Carcinoma","Breast Invasive Lobular Carcinoma","ILC","Metastatic",43,"Adult","Female",""
"ACH-001359","ME180_CERVIX",NA,"CESC","Cervix","Cervical Squamous Cell Carcinoma","Cervical Squamous Cell Carcinoma","CESC","Metastatic",66,"Adult","Female",""
"ACH-001360","MS751_CERVIX",NA,"CESC","Cervix","Cervical Squamous Cell Carcinoma","Cervical Squamous Cell Carcinoma","CESC","Metastatic",47,"Adult","Female",""
"ACH-001362","NCIH1770_LUNG",NA,"NSCLC","Lung","Non-Small Cell Lung Cancer","Non-Small Cell Lung Cancer","NSCLC","Metastatic",57,"Adult","Male",""
"ACH-001363","NCIH2135_LUNG",NA,"NSCLC","Lung","Non-Small Cell Lung Cancer","Non-Small Cell Lung Cancer","NSCLC","Primary",NA,"Unknown","Unknown",""
"ACH-001364","NCIH345_LUNG",NA,"SCLC","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC","Metastatic",64,"Adult","Male",""
"ACH-001365","NCIH847_LUNG",NA,"SCLC","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC","Metastatic",63,"Adult","Male",""
"ACH-001366","NGP_AUTONOMIC_GANGLIA",NA,"NBL","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL","Metastatic",2,"Pediatric","Male",""
"ACH-001367","NMB_AUTONOMIC_GANGLIA",NA,"NBL","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL","Metastatic",0,"Pediatric","Female",""
"ACH-001368","OACM51_OESOPHAGUS",NA,"ESCA","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Esophageal Adenocarcinoma","ESCA","Metastatic",47,"Adult","Female",""
"ACH-001369","OCIC5X_OVARY",NA,"CCOV","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Clear Cell Ovarian Cancer","CCOV","Primary",NA,"Unknown","Female",""
"ACH-001370","OCIP5X_OVARY",NA,"SOC","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Serous Ovarian Cancer","SOC","Primary",NA,"Unknown","Female",""
"ACH-001373","OV17R_OVARY",NA,"SOC","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Serous Ovarian Cancer","SOC","Metastatic",50,"Adult","Female",""
"ACH-001374","PA1_OVARY",NA,"OMGCT","Ovary/Fallopian Tube","Ovarian Germ Cell Tumor","Mixed Germ Cell Tumor","OMGCT","Metastatic",12,"Pediatric","Female",""
"ACH-001375","PACADD119_PANCREAS",NA,"PAAD","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD","Primary",59,"Adult","Male",""
"ACH-001376","PACADD135_PANCREAS",NA,"PAAD","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD","Metastatic",48,"Adult","Female",""
"ACH-001377","PACADD137_PANCREAS",NA,"PAAD","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD","Primary",75,"Adult","Female",""
"ACH-001378","PACADD159_PANCREAS",NA,"PAAD","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD","Primary",78,"Adult","Male",""
"ACH-001379","PACADD161_PANCREAS",NA,"PAAD","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD","Metastatic",63,"Adult","Female",""
"ACH-001380","PACADD165_PANCREAS",NA,"PAAD","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD","Metastatic",54,"Adult","Male",""
"ACH-001382","PACADD188_PANCREAS",NA,"PAAD","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD","Metastatic",68,"Adult","Female",""
"ACH-001383","PWR1E_PROSTATE",NA,"ZIMMPRO","Prostate","Non-Cancerous","Immortalized Prostate Cells","","Primary",67,"Adult","Male",""
"ACH-001384","RO82W1_THYROID",NA,"THFO","Thyroid","Well-Differentiated Thyroid Cancer","Follicular Thyroid Cancer","THFO","Metastatic",NA,"Unknown","Female",""
"ACH-001385","RPMI2650_UPPER_AERODIGESTIVE_TRACT",NA,"NMCHN","Head and Neck","Head and Neck Carcinoma, Other","NUT Midline Carcinoma of the Head and Neck","NMCHN","Metastatic",52,"Adult","Male",""
"ACH-001386","SCLC22H_LUNG",NA,"SCLC","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC","Metastatic",46,"Adult","Male","caucasian"
"ACH-001388","SUM102PT_BREAST",NA,"IDC","Breast","Invasive Breast Carcinoma","Breast Invasive Ductal Carcinoma","IDC","Primary",57,"Adult","Female",""
"ACH-001389","SUM1315MO2_BREAST",NA,"IDC","Breast","Invasive Breast Carcinoma","Breast Invasive Ductal Carcinoma","IDC","Metastatic",NA,"Unknown","Female",""
"ACH-001390","SUM149PT_BREAST",NA,"IDC","Breast","Invasive Breast Carcinoma","Breast Invasive Ductal Carcinoma","IDC","Primary",40,"Adult","Female",""
"ACH-001391","SUM159PT_BREAST",NA,"BRCA","Breast","Invasive Breast Carcinoma","Invasive Breast Carcinoma","BRCA","Primary",71,"Adult","Female",""
"ACH-001392","SUM185PE_BREAST",NA,"BRCA","Breast","Invasive Breast Carcinoma","Invasive Breast Carcinoma","BRCA","Metastatic",NA,"Unknown","Female",""
"ACH-001393","SUM190PT_BREAST",NA,"BRCA","Breast","Invasive Breast Carcinoma","Invasive Breast Carcinoma","BRCA","Primary",NA,"Unknown","Female",""
"ACH-001394","SUM229PE_BREAST",NA,"BRCA","Breast","Invasive Breast Carcinoma","Invasive Breast Carcinoma","BRCA","Metastatic",NA,"Unknown","Female",""
"ACH-001395","SUM44PE_BREAST",NA,"ILC","Breast","Invasive Breast Carcinoma","Breast Invasive Lobular Carcinoma","ILC","Metastatic",NA,"Unknown","Female",""
"ACH-001396","SUM52PE_BREAST",NA,"BRCA","Breast","Invasive Breast Carcinoma","Invasive Breast Carcinoma","BRCA","Metastatic",NA,"Unknown","Female",""
"ACH-001397","SUM225CWN_BREAST",NA,"BRCANOS","Breast","Invasive Breast Carcinoma","Breast Invasive Cancer, NOS","BRCANOS","Metastatic",56,"Adult","Female",""
"ACH-001398","SW156_KIDNEY",NA,"RCC","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","RCC","Primary",75,"Adult","Male",""
"ACH-001399","SW626_LARGE_INTESTINE",NA,"COAD","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD","Metastatic",46,"Adult","Female",""
"ACH-001400","SW954_CERVIX",NA,"VSC","Vulva/Vagina","Squamous Cell Carcinoma of the Vulva/Vagina","Squamous Cell Carcinoma of the Vulva/Vagina","VSC","Primary",86,"Adult","Female",""
"ACH-001401","SW13_ADRENAL_CORTEX",NA,"ACC","Adrenal Gland","Adrenocortical Carcinoma","Adrenocortical Carcinoma","ACC","Primary",55,"Adult","Female",""
"ACH-001402","SW756_CERVIX",NA,"CESC","Cervix","Cervical Squamous Cell Carcinoma","Cervical Squamous Cell Carcinoma","CESC","Primary",46,"Adult","Female",""
"ACH-001403","TO14_OVARY",NA,"SOC","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Serous Ovarian Cancer","SOC","Metastatic",NA,"Unknown","Female",""
"ACH-001407","UMUC13_URINARY_TRACT",NA,"BLCA","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","BLCA","Metastatic",NA,"Unknown","Male",""
"ACH-001408","UMUC14_URINARY_TRACT",NA,"UCU","Bladder/Urinary Tract","Urethral Cancer","Urethral Urothelial Carcinoma","UCU","Metastatic",NA,"Unknown","Male",""
"ACH-001409","UMUC16_URINARY_TRACT",NA,"BLCA","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","BLCA","Primary",NA,"Unknown","Unknown",""
"ACH-001410","UMUC4_URINARY_TRACT",NA,"BLCA","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","BLCA","Metastatic",NA,"Unknown","Female",""
"ACH-001411","UMUC5_URINARY_TRACT",NA,"BLSC","Bladder/Urinary Tract","Bladder Squamous Cell Carcinoma","Bladder Squamous Cell Carcinoma","BLSC","Primary",NA,"Unknown","Female",""
"ACH-001412","UMUC10_URINARY_TRACT",NA,"BLCA","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","BLCA","Primary",NA,"Unknown","Male",""
"ACH-001413","UMUC11_URINARY_TRACT",NA,"BLCA","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","BLCA","Primary",NA,"Unknown","Male",""
"ACH-001414","UMUC6_URINARY_TRACT",NA,"BLCA","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","BLCA","Primary",NA,"Unknown","Male",""
"ACH-001415","UMUC7_URINARY_TRACT",NA,"BLCA","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","BLCA","Primary",NA,"Unknown","Male",""
"ACH-001416","UMUC9_URINARY_TRACT",NA,"BLCA","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","BLCA","Primary",NA,"Unknown","Male",""
"ACH-001417","UMC11_LUNG",NA,"LUCA","Lung","Lung Neuroendocrine Tumor","Lung Carcinoid","LUCA","Primary",NA,"Unknown","Male",""
"ACH-001418","UWB1289_OVARY",NA,"SOC","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Serous Ovarian Cancer","SOC","Primary",56,"Adult","Female",""
"ACH-001419","VP229_BREAST",NA,"IDC","Breast","Invasive Breast Carcinoma","Breast Invasive Ductal Carcinoma","IDC","Primary",47,"Adult","Female",""
"ACH-001421","WERIRB1_AUTONOMIC_GANGLIA",NA,"RBL","Eye","Retinoblastoma","Retinoblastoma","RBL","Primary",1,"Pediatric","Female",""
"ACH-001422","WPE1NA22_PROSTATE",NA,"ZIMMEPCP","Prostate","Non-Cancerous","Immortalized Epithelial Cells, Prostate","","Primary",54,"Adult","Male",""
"ACH-001423","CCLFPEDS0002T_KIDNEY",NA,"WT","Kidney","Wilms' Tumor","Wilms' Tumor","WT","Primary",6,"Pediatric","Female","caucasian"
"ACH-001427","CCLFPEDS0007T_BONE",NA,"ES","Bone","Ewing Sarcoma","Ewing Sarcoma","ES","Metastatic",8,"Pediatric","Male","caucasian"
"ACH-001428","CCLFPEDS0010T_BONE",NA,"ES","Bone","Ewing Sarcoma","Ewing Sarcoma","ES","Metastatic",15,"Pediatric","Male","caucasian"
"ACH-001430","TC138_BONE",NA,"ES","Bone","Ewing Sarcoma","Ewing Sarcoma","ES","Primary",NA,"Pediatric","Male",""
"ACH-001431","TC205_BONE",NA,"ES","Bone","Ewing Sarcoma","Ewing Sarcoma","ES","Primary",NA,"Pediatric","Unknown",""
"ACH-001433","CCLFPEDS0008T_SOFT_TISSUE",NA,"EPIS","Soft Tissue","Epithelioid Sarcoma","Epithelioid Sarcoma","EPIS","Metastatic",17,"Pediatric","Female","caucasian"
"ACH-001435","1156QE8_TESTIS",NA,"EMBCA","Testis","Non-Seminomatous Germ Cell Tumor","Embryonal Carcinoma","EMBCA","Primary",22,"Adult","Male",""
"ACH-001436","1411H_TESTIS",NA,"TYST","Testis","Non-Seminomatous Germ Cell Tumor","Yolk Sac Tumor","TYST","Primary",17,"Pediatric","Male",""
"ACH-001437","1618K_TESTIS",NA,"EMBCA","Testis","Non-Seminomatous Germ Cell Tumor","Embryonal Carcinoma","EMBCA","Primary",NA,"Unknown","Male",""
"ACH-001438","1777NRPMET_TESTIS",NA,"EMBCA","Testis","Non-Seminomatous Germ Cell Tumor","Embryonal Carcinoma","EMBCA","Metastatic",25,"Adult","Male",""
"ACH-001440","833KE_TESTIS",NA,"EMBCA","Testis","Non-Seminomatous Germ Cell Tumor","Embryonal Carcinoma","EMBCA","Primary",19,"Adult","Male",""
"ACH-001441","921_UVEA",NA,"UM","Eye","Ocular Melanoma","Uveal Melanoma","UM","Metastatic",76,"Adult","Female",""
"ACH-001442","A388_SKIN",NA,"CSCC","Skin","Cutaneous Squamous Cell Carcinoma","Cutaneous Squamous Cell Carcinoma","CSCC","Metastatic",86,"Adult","Male",""
"ACH-001443","ASH3_THYROID",NA,"THAP","Thyroid","Anaplastic Thyroid Cancer","Anaplastic Thyroid Cancer","THAP","Primary",68,"Adult","Female",""
"ACH-001445","BICR3_LUNG",NA,"OCSC","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","OCSC","Primary",NA,"Unknown","Female",""
"ACH-001447","BJAB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"BL","Lymphoid","Mature B-Cell Neoplasms","Burkitt Lymphoma","BL","Primary",5,"Pediatric","Female",""
"ACH-001449","BL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"BL","Lymphoid","Mature B-Cell Neoplasms","Burkitt Lymphoma","BL","Primary",7,"Pediatric","Male",""
"ACH-001450","BLUE1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"BL","Lymphoid","Mature B-Cell Neoplasms","Burkitt Lymphoma","BL","Primary",29,"Adult","Male",""
"ACH-001451","BOKU_CERVIX",NA,"CESC","Cervix","Cervical Squamous Cell Carcinoma","Cervical Squamous Cell Carcinoma","CESC","Primary",NA,"Unknown","Female",""
"ACH-001452","BONNA12_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"HCL","Lymphoid","Mature B-Cell Neoplasms","Hairy Cell Leukemia","HCL","Metastatic",46,"Adult","Male",""
"ACH-001453","BPH1_PROSTATE",NA,"ZHYPP","Prostate","Non-Cancerous","Hyperplasia, Prostate","","Primary",68,"Adult","Male",""
"ACH-001454","C10_LARGE_INTESTINE",NA,"COAD","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD","Primary",71,"Adult","Male",""
"ACH-001456","C125PM_LARGE_INTESTINE",NA,"COADREAD","Bowel","Colorectal Adenocarcinoma","Colorectal Adenocarcinoma","COADREAD","Primary",NA,"Unknown","Unknown",""
"ACH-001458","C75_LARGE_INTESTINE",NA,"COAD","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD","Primary",56,"Adult","Male",""
"ACH-001459","C80_LARGE_INTESTINE",NA,"READ","Bowel","Colorectal Adenocarcinoma","Rectal Adenocarcinoma","READ","Primary",69,"Adult","Male",""
"ACH-001460","C84_LARGE_INTESTINE",NA,"COAD","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD","Primary",67,"Adult","Male",""
"ACH-001461","C99_LARGE_INTESTINE",NA,"READ","Bowel","Colorectal Adenocarcinoma","Rectal Adenocarcinoma","READ","Primary",69,"Adult","Male",""
"ACH-001465","CHLA136_AUTONOMIC_GANGLIA",NA,"NBL","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL","Metastatic",3,"Pediatric","Female",""
"ACH-001481","CHLA90_AUTONOMIC_GANGLIA",NA,"NBL","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL","Metastatic",8,"Pediatric","Male",""
"ACH-001484","CI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"CLLSLL","Lymphoid","Mature B-Cell Neoplasms","Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma","CLLSLL","Primary",47,"Adult","Female",""
"ACH-001485","CII_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"BLL","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma","BLL","Primary",47,"Adult","Female",""
"ACH-001489","CORL32_LUNG",NA,"LUSC","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","LUSC","Metastatic",NA,"Unknown","Unknown",""
"ACH-001490","CORL321_LUNG",NA,"LUAD","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD","Primary",58,"Adult","Female",""
"ACH-001492","DOGKIT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"BL","Lymphoid","Mature B-Cell Neoplasms","Burkitt Lymphoma","BL","Primary",57,"Adult","Male",""
"ACH-001493","DOGUM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"BL","Lymphoid","Mature B-Cell Neoplasms","Burkitt Lymphoma","BL","Primary",49,"Adult","Female",""
"ACH-001494","EGI1_BILIARY_TRACT",NA,"EHCH","Biliary Tract","Intraductal Papillary Neoplasm of the Bile Duct","Extrahepatic Cholangiocarcinoma","EHCH","Primary",52,"Adult","Male",""
"ACH-001495","EMTOKA_ENDOMETRIUM",NA,"UCS","Uterus","Endometrial Carcinoma","Uterine Carcinosarcoma/Uterine Malignant Mixed Mullerian Tumor","UCS","Primary",64,"Adult","Female",""
"ACH-001496","ESO26_OESOPHAGUS",NA,"GEJ","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Adenocarcinoma of the Gastroesophageal Junction","GEJ","Primary",56,"Adult","Male",""
"ACH-001497","ESO51_OESOPHAGUS",NA,"ESCA","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Esophageal Adenocarcinoma","ESCA","Primary",74,"Adult","Male",""
"ACH-001498","FARAGE_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"GCB","Lymphoid","Mature B-Cell Neoplasms","Germinal Center B-Cell Type","GCB","Metastatic",70,"Adult","Female",""
"ACH-001500","FLO1_OESOPHAGUS",NA,"ESCA","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Esophageal Adenocarcinoma","ESCA","Primary",68,"Adult","Male",""
"ACH-001502","GCT27_TESTIS",NA,"TT","Testis","Non-Seminomatous Germ Cell Tumor","Teratoma","TT","Primary",NA,"Unknown","Male",""
"ACH-001503","GUMBUS_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"BL","Lymphoid","Mature B-Cell Neoplasms","Burkitt Lymphoma","BL","Primary",28,"Adult","Male",""
"ACH-001508","H314_UPPER_AERODIGESTIVE_TRACT",NA,"OCSC","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","OCSC","Primary",82,"Adult","Male",""
"ACH-001509","H357_UPPER_AERODIGESTIVE_TRACT",NA,"OCSC","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","OCSC","Primary",74,"Adult","Male",""
"ACH-001510","H376_UPPER_AERODIGESTIVE_TRACT",NA,"OCSC","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","OCSC","Primary",40,"Adult","Female",""
"ACH-001511","H413_UPPER_AERODIGESTIVE_TRACT",NA,"OCSC","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","OCSC","Primary",53,"Adult","Female",""
"ACH-001513","HCA1_CERVIX",NA,"ECAD","Cervix","Cervical Adenocarcinoma","Endocervical Adenocarcinoma","ECAD","Metastatic",NA,"Unknown","Female",""
"ACH-001514","HCC1008_BREAST",NA,"IDC","Breast","Invasive Breast Carcinoma","Breast Invasive Ductal Carcinoma","IDC","Metastatic",67,"Adult","Female",""
"ACH-001515","HCS2_CERVIX",NA,"CESC","Cervix","Cervical Squamous Cell Carcinoma","Cervical Squamous Cell Carcinoma","CESC","Metastatic",42,"Adult","Female",""
"ACH-001516","HCSC1_CERVIX",NA,"ECAD","Cervix","Cervical Adenocarcinoma","Endocervical Adenocarcinoma","ECAD","Primary",48,"Adult","Female",""
"ACH-001517","HEC1_ENDOMETRIUM",NA,"UCEC","Uterus","Endometrial Carcinoma","Endometrial Carcinoma","UCEC","Primary",71,"Adult","Female",""
"ACH-001518","HEC116_ENDOMETRIUM",NA,"UCEC","Uterus","Endometrial Carcinoma","Endometrial Carcinoma","UCEC","Primary",NA,"Unknown","Female",""
"ACH-001519","HEMCSS_BONE",NA,"EMCHS","Bone","Chondrosarcoma","Extraskeletal Myxoid Chondrosarcoma","EMCHS","Primary",77,"Adult","Female",""
"ACH-001520","HG3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"BLL","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma","BLL","Primary",70,"Adult","Male",""
"ACH-001521","HKA1_SKIN",NA,"CSCC","Skin","Cutaneous Squamous Cell Carcinoma","Cutaneous Squamous Cell Carcinoma","CSCC","Primary",77,"Adult","Female",""
"ACH-001522","HMY1_SKIN",NA,"MEL","Skin","Melanoma","Melanoma","MEL","Metastatic",62,"Adult","Male",""
"ACH-001523","HSC1_SKIN",NA,"CSCC","Skin","Cutaneous Squamous Cell Carcinoma","Cutaneous Squamous Cell Carcinoma","CSCC","Primary",75,"Adult","Male",""
"ACH-001524","HSC5_SKIN",NA,"CSCC","Skin","Cutaneous Squamous Cell Carcinoma","Cutaneous Squamous Cell Carcinoma","CSCC","Primary",75,"Adult","Male",""
"ACH-001525","HT3_CERVIX",NA,"CEAD","Cervix","Cervical Adenocarcinoma","Cervical Adenocarcinoma","CEAD","Metastatic",58,"Adult","Female",""
"ACH-001526","HUO9_BONE",NA,"OS","Bone","Osteosarcoma","Osteosarcoma","OS","Primary",13,"Pediatric","Female",""
"ACH-001528","IHH4_THYROID",NA,"THPA","Thyroid","Well-Differentiated Thyroid Cancer","Papillary Thyroid Cancer","THPA","Metastatic",75,"Adult","Male",""
"ACH-001529","JAR_PLACENTA",NA,"UCCA","Uterus","Gestational Trophoblastic Disease","Choriocarcinoma","UCCA","Primary",NA,"Fetus","Male",""
"ACH-001530","JEG3_PLACENTA",NA,"UCCA","Uterus","Gestational Trophoblastic Disease","Choriocarcinoma","UCCA","Metastatic",NA,"Fetus","Male",""
"ACH-001532","JMURTK2_SOFT_TISSUE",NA,"MRT","Kidney","Rhabdoid Cancer","Rhabdoid Cancer","MRT","Metastatic",0,"Pediatric","Male",""
"ACH-001533","KARPAS1718_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"SMZL","Lymphoid","Mature B-Cell Neoplasms","Splenic Marginal Zone Lymphoma","SMZL","Primary",NA,"Unknown","Male",""
"ACH-001536","KKU100_BILIARY_TRACT",NA,"EHCH","Biliary Tract","Intraductal Papillary Neoplasm of the Bile Duct","Extrahepatic Cholangiocarcinoma","EHCH","Primary",65,"Adult","Female",""
"ACH-001537","KKU055_BILIARY_TRACT",NA,"IHCH","Biliary Tract","Intraductal Papillary Neoplasm of the Bile Duct","Intrahepatic Cholangiocarcinoma","IHCH","Primary",56,"Adult","Male",""
"ACH-001538","KKU213_BILIARY_TRACT",NA,"IHCH","Biliary Tract","Intraductal Papillary Neoplasm of the Bile Duct","Intrahepatic Cholangiocarcinoma","IHCH","Primary",58,"Adult","Male",""
"ACH-001539","KML1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"GCB","Lymphoid","Mature B-Cell Neoplasms","Germinal Center B-Cell Type","GCB","Primary",28,"Adult","Female",""
"ACH-001540","KMLS1_SOFT_TISSUE",NA,"LIPO","Soft Tissue","Liposarcoma","Liposarcoma","LIPO","Primary",NA,"Unknown","Unknown",""
"ACH-001541","KMS28PE_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"PCM","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","PCM","Primary",77,"Adult","Female","asian"
"ACH-001542","KON_UPPER_AERODIGESTIVE_TRACT",NA,"OCSC","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","OCSC","Metastatic",76,"Adult","Male",""
"ACH-001543","KOSC2CL343_UPPER_AERODIGESTIVE_TRACT",NA,"OCSC","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","OCSC","Primary",51,"Adult","Male",""
"ACH-001544","KYAE1_OESOPHAGUS",NA,"ESCA","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Esophageal Adenocarcinoma","ESCA","Metastatic",60,"Adult","Male",""
"ACH-001547","LO68_LUNG",NA,"PLEMESO","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Epithelioid Type","PLEMESO","Primary",57,"Adult","Male","black_or_african_american"
"ACH-001548","LS_AUTONOMIC_GANGLIA",NA,"NBL","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL","Metastatic",1,"Pediatric","Female",""
"ACH-001549","LU135_LUNG",NA,"SCLC","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC","Primary",69,"Adult","Male",""
"ACH-001550","MCC13_SKIN",NA,"MCC","Skin","Merkel Cell Carcinoma","Merkel Cell Carcinoma","MCC","Metastatic",80,"Adult","Female",""
"ACH-001551","MCC142_SKIN",NA,"MCC","Skin","Merkel Cell Carcinoma","Merkel Cell Carcinoma","MCC","Metastatic",80,"Adult","Male",""
"ACH-001552","MCC26_SKIN",NA,"MCC","Skin","Merkel Cell Carcinoma","Merkel Cell Carcinoma","MCC","Primary",82,"Adult","Female",""
"ACH-001554","MEL202_UVEA",NA,"UM","Eye","Ocular Melanoma","Uveal Melanoma","UM","Primary",NA,"Unknown","Female",""
"ACH-001555","MERO14_PLEURA",NA,"PLEMESO","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Epithelioid Type","PLEMESO","Primary",60,"Adult","Male",""
"ACH-001556","MERO25_PLEURA",NA,"PLBMESO","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Biphasic Type","PLBMESO","Primary",60,"Adult","Male",""
"ACH-001557","MERO41_PLEURA",NA,"PLEMESO","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Epithelioid Type","PLEMESO","Primary",60,"Adult","Male",""
"ACH-001558","MERO48A_PLEURA",NA,"PLBMESO","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Biphasic Type","PLBMESO","Primary",NA,"Unknown","Male",""
