"WellRow"	"WellColumn"	"Gnumber"	"Concentration"	"Template"
"K"	67	"G00008"	10	"treated.tsv"
"L"	68	"G00008"	10	"treated.tsv"
"M"	69	"G00008"	10	"treated.tsv"
"C"	70	"G00008"	10	"treated.tsv"
"D"	71	"G00008"	10	"treated.tsv"
"E"	72	"G00008"	10	"treated.tsv"
"F"	73	"G00009"	10	"treated.tsv"
"G"	74	"G00009"	10	"treated.tsv"
"H"	75	"G00009"	10	"treated.tsv"
"I"	76	"G00009"	10	"treated.tsv"
"J"	77	"G00009"	10	"treated.tsv"
"K"	78	"G00009"	10	"treated.tsv"
"L"	79	"G00009"	10	"treated.tsv"
"M"	80	"G00009"	10	"treated.tsv"
"C"	81	"G00009"	10	"treated.tsv"
"D"	82	"G00009"	10	"treated.tsv"
"E"	83	"G00010"	10	"treated.tsv"
"F"	84	"G00010"	10	"treated.tsv"
"G"	85	"G00010"	10	"treated.tsv"
"H"	86	"G00010"	10	"treated.tsv"
"I"	87	"G00010"	10	"treated.tsv"
"J"	88	"G00010"	10	"treated.tsv"
"K"	89	"G00010"	10	"treated.tsv"
"L"	90	"G00010"	10	"treated.tsv"
"M"	91	"G00010"	10	"treated.tsv"
"C"	92	"G00010"	10	"treated.tsv"
"D"	93	"G00011"	10	"treated.tsv"
"E"	94	"G00011"	10	"treated.tsv"
"F"	95	"G00011"	10	"treated.tsv"
"G"	96	"G00011"	10	"treated.tsv"
"H"	97	"G00011"	10	"treated.tsv"
"I"	98	"G00011"	10	"treated.tsv"
"J"	99	"G00011"	10	"treated.tsv"
"K"	100	"G00011"	10	"treated.tsv"
"L"	101	"G00011"	10	"treated.tsv"
"M"	102	"G00011"	10	"treated.tsv"
